brand,model,model_year,list_price,color,configration,condition,body_type,wheel_config,transmission,fuel_type,mileage,carfax_link,dealer_address
Toyota,Yaris,2008,"$4,995.00 ",Blue,sedan,Used,Sedan,Other,Automatic,Gasoline,"140,373",https://www.carproof.com/order?ref=kijiji&vin=JTDBT923X81226449,"1037 Belfast Road, Ottawa, ON, K1B 3S2"
Volkswagen,Jetta,2015,"$9,500.00 ",White,2.0L TRENDLINE 5 SPEED A/C H/SEATS REAR CAMERA 67K,Used,Sedan,Front-wheel drive (FWD),Manual,na,"67,069",https://reports.carproof.com/en/main?id=IwjEf/IknJjv3y6vUsaQogmqQHyEVIGQ&utm_ref=kijiji,"1235 Finch Ave. W., Toronto, ON, M3J 2G4"
BMW,5-Series,2014,"$32,800.00 ",Black,"535d xDrive, NAVI, M",Used,Sedan,All-wheel drive (AWD),Automatic,na,"78,690",https://www.carproof.com/order?ref=kijiji&vin=WBAFV3C57ED684353,"60 Martin Ross Avenue, Toronto, ON, M3J 2L4"
Pontiac,Montana,2006,"$1,100.00 ",Silver,na,Used,"SUV, Crossover",na,Automatic,Gasoline,"147,000",https://www.carproof.com/order?ref=kijiji&vin=null,"Norman Ross Dr, Markham, ON L3S 3E8, Canada"
Chrysler,300-Series,2011,"$3,400.00 ",Black,LIMITED,Used,Sedan,All-wheel drive (AWD),Automatic,Gasoline,"176,000",https://www.carproof.com/order?ref=kijiji&vin=null,"Etobicoke, ON M9C 1G5"
Chevrolet,Malibu,2017,"$19,999.00 ",Blue,LTLEATHER|NAVI|PANOROOF|,Used,Sedan,Front-wheel drive (FWD),Automatic,na,"41,432",https://www.carproof.com/order?ref=kijiji&vin=1G1ZE5ST3HF260990,"2701 Derry Rd. E, Mississauga, ON, L4T 1A2"
Honda,Civic,2017,"$11,971.00 ",White,LX,Used,Sedan,Front-wheel drive (FWD),Other,Gasoline,"21,196",https://www.carproof.com/order?ref=kijiji&vin=2HGFC2F55HH025405,"373 Danforth Rd,  ON, Scarborough,, ON, M1L 3X6"
Porsche,Cayenne,2013,na,White,NAVIGATION SYSTEM/HEATED SEATS/HEATED STEERING!,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Gasoline,"154,000",https://www.carproof.com/order?ref=kijiji&vin=WP1AA2A27DLA06831,"46 Milvan Drive, Toronto, ON, M9L 1Z3"
Toyota,Corolla,2006,"$2,600.00 ",na,na,Used,Sedan,na,Automatic,na,226,https://www.carproof.com/order?ref=kijiji&vin=null,"Toronto, ON M4B2E5"
Ford,Escape,2015,"$15,988.00 ",White,"SE, $62/wk, heated seat, alloys, backup camera",Used,"SUV, Crossover",Other,Automatic,Gasoline,"74,899",https://www.carproof.com/order?ref=kijiji&vin=1FMCU0GX3FUC83026,"4700 Sheppard Avenue East, Toronto, ON, M1S 3V6"
Cadillac,DeVille,2001,"$1,000.00 ",Burgundy,DHS,Used,Sedan,Front-wheel drive (FWD),Automatic,Gasoline,"200,000",https://www.carproof.com/order?ref=kijiji&vin=1G6KE54Y01U191388,"Woodbridge, ON L4L 8L6"
Hyundai,Elantra,2017,"$14,850.00 ",Red,GLS SUNROOF ALLOYS BACK UP CAMERA,Used,Sedan,Front-wheel drive (FWD),Automatic,Gasoline,"103,000",https://reports.carproof.com/en/main?id=VRTtr/bu8HcxWy1UVsqM08CgyGVqEC21&utm_ref=kijiji,"1205 Finch Avenue West, Toronto, ON, M3J 2E8"
Hyundai,Santa Fe,2019,na,Silver,Ultimate,New,"SUV, Crossover",All-wheel drive (AWD),Automatic,na,na,na,"1962 Eagle Street North, Cambridge, ON, N3H 0A1"
Mercedes-Benz,S-Class,2008,"$19,000.00 ",Black,S550,Used,Sedan,All-wheel drive (AWD),Automatic,Gasoline,"150,000",https://www.carproof.com/order?ref=kijiji&vin=null,"Scarborough, ON M1L 4S2"
Volkswagen,Passat,2015,"$15,950.00 ",White,1.8 TSI HIGHLINE NAVIGATION LEATHER SUNROOF,Used,Sedan,Front-wheel drive (FWD),Automatic,na,"126,000",https://reports.carproof.com/en/main?id=7jXAgPYG7tt7JYcucHoV2fzGgWauR3H9&utm_ref=kijiji,"1205 Finch Avenue West, Toronto, ON, M3J 2E8"
Pontiac,Montana,2006,"$1,100.00 ",Silver,na,Used,"SUV, Crossover",na,Automatic,Gasoline,"147,000",https://www.carproof.com/order?ref=kijiji&vin=null,"Norman Ross Dr, Markham, ON L3S 3E8, Canada"
Chrysler,300-Series,2011,"$3,400.00 ",Black,LIMITED,Used,Sedan,All-wheel drive (AWD),Automatic,Gasoline,"176,000",https://www.carproof.com/order?ref=kijiji&vin=null,"Etobicoke, ON M9C 1G5"
Chevrolet,Malibu,2017,"$19,999.00 ",Blue,LTLEATHER|NAVI|PANOROOF|,Used,Sedan,Front-wheel drive (FWD),Automatic,na,"41,432",https://www.carproof.com/order?ref=kijiji&vin=1G1ZE5ST3HF260990,"2701 Derry Rd. E, Mississauga, ON, L4T 1A2"
Honda,Civic,2017,"$11,971.00 ",White,LX,Used,Sedan,Front-wheel drive (FWD),Other,Gasoline,"21,196",https://www.carproof.com/order?ref=kijiji&vin=2HGFC2F55HH025405,"373 Danforth Rd,  ON, Scarborough,, ON, M1L 3X6"
Porsche,Cayenne,2013,na,White,NAVIGATION SYSTEM/HEATED SEATS/HEATED STEERING!,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Gasoline,"154,000",https://www.carproof.com/order?ref=kijiji&vin=WP1AA2A27DLA06831,"46 Milvan Drive, Toronto, ON, M9L 1Z3"
Toyota,Corolla,2006,"$2,600.00 ",na,na,Used,Sedan,na,Automatic,na,226,https://www.carproof.com/order?ref=kijiji&vin=null,"Toronto, ON M4B2E5"
Ford,Escape,2015,"$15,988.00 ",White,"SE, $62/wk, heated seat, alloys, backup camera",Used,"SUV, Crossover",Other,Automatic,Gasoline,"74,899",https://www.carproof.com/order?ref=kijiji&vin=1FMCU0GX3FUC83026,"4700 Sheppard Avenue East, Toronto, ON, M1S 3V6"
Cadillac,DeVille,2001,"$1,000.00 ",Burgundy,DHS,Used,Sedan,Front-wheel drive (FWD),Automatic,Gasoline,"200,000",https://www.carproof.com/order?ref=kijiji&vin=1G6KE54Y01U191388,"Woodbridge, ON L4L 8L6"
Honda,Accord,2015,"$17,500.00 ",Black,Sport  | Sunroof | Rear Camera | Heated Seats,Used,Sedan,Front-wheel drive (FWD),Automatic,na,"106,501",https://reports.carproof.com/en/main?id=QYMD5ev6wfpAtxy1p1VdZFI56G3AUtQ0&utm_ref=kijiji,"430 Hensall Cir, Mississauga, ON, L5A 1X7"
Honda,Civic,2015,"$13,980.00 ",White,EX-AUTO-SUNROOF-CAMERA-ONLY 85KM,Used,Sedan,Front-wheel drive (FWD),Other,Gasoline,"85,000",https://www.carproof.com/order?ref=kijiji&vin=2HGFB2F5XFH013248,"301 Weston Road, Toronto, ON, M6N3P1"
Infiniti,FX,2012,"$20,950.00 ",Black,Limited Edition,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Gasoline,"140,000",https://www.carproof.com/order?ref=kijiji&vin=JN8AS1MW3CM153511,"11 Saint Regis Crescent North, North York, ON, M3J 1Y9"
Mazda,Mazda3,2014,"$10,400.00 ",Black,"GX MODEL, SKYACTIV",Used,Sedan,Front-wheel drive (FWD),Manual,Gasoline,"67,800",https://www.carproof.com/order?ref=kijiji&vin=3MZBM1U7XEM122618,"3675 Keele Street, Toronto, ON, M3J 1M6"
Pontiac,Montana,2006,"$1,100.00 ",Silver,na,Used,"SUV, Crossover",na,Automatic,Gasoline,"147,000",https://www.carproof.com/order?ref=kijiji&vin=null,"Norman Ross Dr, Markham, ON L3S 3E8, Canada"
Chrysler,300-Series,2011,"$3,400.00 ",Black,LIMITED,Used,Sedan,All-wheel drive (AWD),Automatic,Gasoline,"176,000",https://www.carproof.com/order?ref=kijiji&vin=null,"Etobicoke, ON M9C 1G5"
Chevrolet,Malibu,2017,"$19,999.00 ",Blue,LTLEATHER|NAVI|PANOROOF|,Used,Sedan,Front-wheel drive (FWD),Automatic,na,"41,432",https://www.carproof.com/order?ref=kijiji&vin=1G1ZE5ST3HF260990,"2701 Derry Rd. E, Mississauga, ON, L4T 1A2"
Honda,Civic,2017,"$11,971.00 ",White,LX,Used,Sedan,Front-wheel drive (FWD),Other,Gasoline,"21,196",https://www.carproof.com/order?ref=kijiji&vin=2HGFC2F55HH025405,"373 Danforth Rd,  ON, Scarborough,, ON, M1L 3X6"
Porsche,Cayenne,2013,na,White,NAVIGATION SYSTEM/HEATED SEATS/HEATED STEERING!,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Gasoline,"154,000",https://www.carproof.com/order?ref=kijiji&vin=WP1AA2A27DLA06831,"46 Milvan Drive, Toronto, ON, M9L 1Z3"
Toyota,Corolla,2006,"$2,600.00 ",na,na,Used,Sedan,na,Automatic,na,226,https://www.carproof.com/order?ref=kijiji&vin=null,"Toronto, ON M4B2E5"
Ford,Escape,2015,"$15,988.00 ",White,"SE, $62/wk, heated seat, alloys, backup camera",Used,"SUV, Crossover",Other,Automatic,Gasoline,"74,899",https://www.carproof.com/order?ref=kijiji&vin=1FMCU0GX3FUC83026,"4700 Sheppard Avenue East, Toronto, ON, M1S 3V6"
Cadillac,DeVille,2001,"$1,000.00 ",Burgundy,DHS,Used,Sedan,Front-wheel drive (FWD),Automatic,Gasoline,"200,000",https://www.carproof.com/order?ref=kijiji&vin=1G6KE54Y01U191388,"Woodbridge, ON L4L 8L6"
BMW,Other,2015,"$23,799.00 ",Grey,LUXURY|NAVI|REAR CAM|X-DRIVE,Used,Sedan,All-wheel drive (AWD),Automatic,Gasoline,"74,000",https://www.carproof.com/order?ref=kijiji&vin=WBA3B3G52FNR87199,"150 Deerhide Crescent, North York, ON, M9M 2Y6"
Ford,Edge,2015,"$23,495.00 ",Black,SEL | AWD | TRADE-IN |,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,na,"74,496",https://reports.carproof.com/en/main?id=CAqdOt0UM3B9lVuJfZJeoaSefEQ3JZ Y&utm_ref=kijiji,"190 Canam Crescent, Brampton, ON, L7A 1A9"
Mercedes-Benz,Other,2014,"$23,800.00 ",White,"CLA250, AMG SPORT, N",Used,Sedan,Front-wheel drive (FWD),Automatic,na,"57,080",https://www.carproof.com/order?ref=kijiji&vin=WDDSJ4EB0EN134899,"60 Martin Ross Avenue, Toronto, ON, M3J 2L4"
Audi,A6,2016,"$36,388.00 ",White,2.0T Progressiv | AWD | BROWN LEATHER | S-LINE PKG,Used,Sedan,All-wheel drive (AWD),Automatic,Gasoline,"26,188",https://www.carproof.com/order?ref=kijiji&vin=WAUJFAFC4GN053725,"354 Richmond St E, Toronto, ON, M5A 1P7"
BMW,3-Series,2014,"$24,950.00 ",Black,328i xDrive,Used,Sedan,All-wheel drive (AWD),Automatic,Gasoline,"66,000",https://www.carproof.com/order?ref=kijiji&vin=WBA3X5C5XED559212,"11 Saint Regis Crescent North, North York, ON, M3J 1Y9"
Pontiac,Montana,2006,"$1,100.00 ",Silver,na,Used,"SUV, Crossover",na,Automatic,Gasoline,"147,000",https://www.carproof.com/order?ref=kijiji&vin=null,"Norman Ross Dr, Markham, ON L3S 3E8, Canada"
Chrysler,300-Series,2011,"$3,400.00 ",Black,LIMITED,Used,Sedan,All-wheel drive (AWD),Automatic,Gasoline,"176,000",https://www.carproof.com/order?ref=kijiji&vin=null,"Etobicoke, ON M9C 1G5"
Chevrolet,Malibu,2017,"$19,999.00 ",Blue,LTLEATHER|NAVI|PANOROOF|,Used,Sedan,Front-wheel drive (FWD),Automatic,na,"41,432",https://www.carproof.com/order?ref=kijiji&vin=1G1ZE5ST3HF260990,"2701 Derry Rd. E, Mississauga, ON, L4T 1A2"
Honda,Civic,2017,"$11,971.00 ",White,LX,Used,Sedan,Front-wheel drive (FWD),Other,Gasoline,"21,196",https://www.carproof.com/order?ref=kijiji&vin=2HGFC2F55HH025405,"373 Danforth Rd,  ON, Scarborough,, ON, M1L 3X6"
Porsche,Cayenne,2013,na,White,NAVIGATION SYSTEM/HEATED SEATS/HEATED STEERING!,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Gasoline,"154,000",https://www.carproof.com/order?ref=kijiji&vin=WP1AA2A27DLA06831,"46 Milvan Drive, Toronto, ON, M9L 1Z3"
Toyota,Corolla,2006,"$2,600.00 ",na,na,Used,Sedan,na,Automatic,na,226,https://www.carproof.com/order?ref=kijiji&vin=null,"Toronto, ON M4B2E5"
Ford,Escape,2015,"$15,988.00 ",White,"SE, $62/wk, heated seat, alloys, backup camera",Used,"SUV, Crossover",Other,Automatic,Gasoline,"74,899",https://www.carproof.com/order?ref=kijiji&vin=1FMCU0GX3FUC83026,"4700 Sheppard Avenue East, Toronto, ON, M1S 3V6"
Cadillac,DeVille,2001,"$1,000.00 ",Burgundy,DHS,Used,Sedan,Front-wheel drive (FWD),Automatic,Gasoline,"200,000",https://www.carproof.com/order?ref=kijiji&vin=1G6KE54Y01U191388,"Woodbridge, ON L4L 8L6"
Acura,ILX,2015,"$16,450.00 ",Black,PREMIUM PKG LEATHER SUNROOF BACK UP CAMERA,Used,Sedan,Front-wheel drive (FWD),Automatic,Gasoline,"96,000",https://reports.carproof.com/en/main?id=QCZbdKW6IA0xcRZV2AVtrZxI8hjcSESc&utm_ref=kijiji,"1205 Finch Avenue West, Toronto, ON, M3J 2E8"
Volkswagen,Golf,2017,"$34,950.00 ",White,2.0 TSI LEATHER NAV 19ALLOYS WOW!!,Used,Sedan,All-wheel drive (AWD),Automatic,Gasoline,"40,250",https://www.carproof.com/order?ref=kijiji&vin=WVWVF7AUXHW013913,"880 Merivale Road, Ottawa, ON, K1Z 5Z6"
Chrysler,300-Series,2017,"$24,677.00 ",Black,S LEATHER/ALL WHEEL DRIVE/8.4 INCH TOUCH SCREEN,Used,Sedan,All-wheel drive (AWD),Automatic,na,"52,745",https://www.carproof.com/order?ref=kijiji&vin=2C3CCAGG8HH631541,"2685 Highway 7 West, Concord, ON, L4K 1V8"
Acura,MDX,2017,"$46,995.00 ",Blue,ELITE|NAVI|DVD|360CAM|LDWS|LKA|1 OWNER,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Gasoline,"37,245",https://www.carproof.com/order?ref=kijiji&vin=5FRYD4H89HB504458,"2730 Markham Road, Scarborough, ON, M1X 1E6"
Pontiac,Montana,2006,"$1,100.00 ",Silver,na,Used,"SUV, Crossover",na,Automatic,Gasoline,"147,000",https://www.carproof.com/order?ref=kijiji&vin=null,"Norman Ross Dr, Markham, ON L3S 3E8, Canada"
Chrysler,300-Series,2011,"$3,400.00 ",Black,LIMITED,Used,Sedan,All-wheel drive (AWD),Automatic,Gasoline,"176,000",https://www.carproof.com/order?ref=kijiji&vin=null,"Etobicoke, ON M9C 1G5"
Chevrolet,Malibu,2017,"$19,999.00 ",Blue,LTLEATHER|NAVI|PANOROOF|,Used,Sedan,Front-wheel drive (FWD),Automatic,na,"41,432",https://www.carproof.com/order?ref=kijiji&vin=1G1ZE5ST3HF260990,"2701 Derry Rd. E, Mississauga, ON, L4T 1A2"
Honda,Civic,2017,"$11,971.00 ",White,LX,Used,Sedan,Front-wheel drive (FWD),Other,Gasoline,"21,196",https://www.carproof.com/order?ref=kijiji&vin=2HGFC2F55HH025405,"373 Danforth Rd,  ON, Scarborough,, ON, M1L 3X6"
Porsche,Cayenne,2013,na,White,NAVIGATION SYSTEM/HEATED SEATS/HEATED STEERING!,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Gasoline,"154,000",https://www.carproof.com/order?ref=kijiji&vin=WP1AA2A27DLA06831,"46 Milvan Drive, Toronto, ON, M9L 1Z3"
Toyota,Corolla,2006,"$2,600.00 ",na,na,Used,Sedan,na,Automatic,na,226,https://www.carproof.com/order?ref=kijiji&vin=null,"Toronto, ON M4B2E5"
Ford,Escape,2015,"$15,988.00 ",White,"SE, $62/wk, heated seat, alloys, backup camera",Used,"SUV, Crossover",Other,Automatic,Gasoline,"74,899",https://www.carproof.com/order?ref=kijiji&vin=1FMCU0GX3FUC83026,"4700 Sheppard Avenue East, Toronto, ON, M1S 3V6"
Cadillac,DeVille,2001,"$1,000.00 ",Burgundy,DHS,Used,Sedan,Front-wheel drive (FWD),Automatic,Gasoline,"200,000",https://www.carproof.com/order?ref=kijiji&vin=1G6KE54Y01U191388,"Woodbridge, ON L4L 8L6"
Toyota,Corolla,2017,"$14,999.00 ",Grey,LE-AUTO-CAMERA-HEATED SEATS-ONLY 58KM,Used,Sedan,Front-wheel drive (FWD),Other,Gasoline,"58,000",https://www.carproof.com/order?ref=kijiji&vin=2T1BURHE5HC921407,"301 Weston Road, Toronto, ON, M6N3P1"
Chevrolet,Equinox,2013,"$13,495.00 ",White,LT *Nav. Back up Cam. Heated Seats*,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Gasoline,"124,506",https://www.carproof.com/order?ref=kijiji&vin=2GNFLEEK5D6395306,"20600 County Rd 42 West, Tilbury, ON, N0P 2L0"
Volkswagen,Tiguan,2015,"$14,990.00 ",Blue,2.0TSI TRENDLINE AUT0 A/C H/SEATS REAR CAMERA 51K,Used,"SUV, Crossover",Front-wheel drive (FWD),Automatic,na,"51,628",https://reports.carproof.com/en/main?id=Vjk2rHVWZyluK7Bsin1enVoimD1kqUwI&utm_ref=kijiji,"1235 Finch Ave. W., Toronto, ON, M3J 2G4"
Mercedes-Benz,M-Class,2011,"$17,988.00 ",Grey,DIESEL/NAV/KEYLESSGO/BACK-UP CAM/LOADED,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,na,"129,000",https://www.carproof.com/order?ref=kijiji&vin=4JGBB2FB2BA671961,"46 Milvan Drive, Toronto, ON, M9L 1Z3"
BMW,4-Series,2014,"$22,999.00 ",Red,428i|NAVI|ROOF|XEONLIGHTS|,Used,Coupe (2 door),Rear-wheel drive (RWD),Automatic,Gasoline,"86,758",https://www.carproof.com/order?ref=kijiji&vin=WBA3N3C50EF710878,"2701 Derry Rd. E, Mississauga, ON, L4T 1A2"
Pontiac,Montana,2006,"$1,100.00 ",Silver,na,Used,"SUV, Crossover",na,Automatic,Gasoline,"147,000",https://www.carproof.com/order?ref=kijiji&vin=null,"Norman Ross Dr, Markham, ON L3S 3E8, Canada"
Chrysler,300-Series,2011,"$3,400.00 ",Black,LIMITED,Used,Sedan,All-wheel drive (AWD),Automatic,Gasoline,"176,000",https://www.carproof.com/order?ref=kijiji&vin=null,"Etobicoke, ON M9C 1G5"
Chevrolet,Malibu,2017,"$19,999.00 ",Blue,LTLEATHER|NAVI|PANOROOF|,Used,Sedan,Front-wheel drive (FWD),Automatic,na,"41,432",https://www.carproof.com/order?ref=kijiji&vin=1G1ZE5ST3HF260990,"2701 Derry Rd. E, Mississauga, ON, L4T 1A2"
Honda,Civic,2017,"$11,971.00 ",White,LX,Used,Sedan,Front-wheel drive (FWD),Other,Gasoline,"21,196",https://www.carproof.com/order?ref=kijiji&vin=2HGFC2F55HH025405,"373 Danforth Rd,  ON, Scarborough,, ON, M1L 3X6"
Porsche,Cayenne,2013,na,White,NAVIGATION SYSTEM/HEATED SEATS/HEATED STEERING!,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Gasoline,"154,000",https://www.carproof.com/order?ref=kijiji&vin=WP1AA2A27DLA06831,"46 Milvan Drive, Toronto, ON, M9L 1Z3"
Toyota,Corolla,2006,"$2,600.00 ",na,na,Used,Sedan,na,Automatic,na,226,https://www.carproof.com/order?ref=kijiji&vin=null,"Toronto, ON M4B2E5"
Ford,Escape,2015,"$15,988.00 ",White,"SE, $62/wk, heated seat, alloys, backup camera",Used,"SUV, Crossover",Other,Automatic,Gasoline,"74,899",https://www.carproof.com/order?ref=kijiji&vin=1FMCU0GX3FUC83026,"4700 Sheppard Avenue East, Toronto, ON, M1S 3V6"
Cadillac,DeVille,2001,"$1,000.00 ",Burgundy,DHS,Used,Sedan,Front-wheel drive (FWD),Automatic,Gasoline,"200,000",https://www.carproof.com/order?ref=kijiji&vin=1G6KE54Y01U191388,"Woodbridge, ON L4L 8L6"
Jeep,Cherokee,2014,"$17,950.00 ",Grey,LIMITED NAVIGATION LEATHER AWD,Used,"SUV, Crossover",Other,Automatic,Gasoline,"116,000",https://www.carproof.com/order?ref=kijiji&vin=null,"1205 Finch Avenue West, Toronto, ON, M3J 2E8"
BMW,3-Series,2013,"$19,285.00 ",Brown,328i xDrive,Used,Sedan,All-wheel drive (AWD),Automatic,Gasoline,"30,623",https://www.carproof.com/order?ref=kijiji&vin=WBA3B3C59DF539815,"55 Benson Court, Port Hope, ON, L1A 2M6"
Audi,Q5,2014,"$29,800.00 ",Black,3.0T QUATTRO TECHNIK,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,na,"144,411",https://www.carproof.com/order?ref=kijiji&vin=WA1LGCFP7EA088393,"60 Martin Ross Avenue, Toronto, ON, M3J 2L4"
BMW,3-Series,2007,"$9,995.00 ",Grey,328i,Used,Convertible,Rear-wheel drive (RWD),Automatic,Gasoline,"121,000",https://www.carproof.com/order?ref=kijiji&vin=WBAWL13507PX16944,"4490 Chesswood Drive Unit 2, Toronto, ON, M3J 2B9"
Maserati,Gran Turismo,2010,"$46,800.00 ",Black,"S 4.7, NAVI, PARK SE",Used,Coupe (2 door),Rear-wheel drive (RWD),Manual,na,"88,718",https://www.carproof.com/order?ref=kijiji&vin=ZAM45KLAXA0053059,"60 Martin Ross Avenue, Toronto, ON, M3J 2L4"
Pontiac,Montana,2006,"$1,100.00 ",Silver,na,Used,"SUV, Crossover",na,Automatic,Gasoline,"147,000",https://www.carproof.com/order?ref=kijiji&vin=null,"Norman Ross Dr, Markham, ON L3S 3E8, Canada"
Chrysler,300-Series,2011,"$3,400.00 ",Black,LIMITED,Used,Sedan,All-wheel drive (AWD),Automatic,Gasoline,"176,000",https://www.carproof.com/order?ref=kijiji&vin=null,"Etobicoke, ON M9C 1G5"
Chevrolet,Malibu,2017,"$19,999.00 ",Blue,LTLEATHER|NAVI|PANOROOF|,Used,Sedan,Front-wheel drive (FWD),Automatic,na,"41,432",https://www.carproof.com/order?ref=kijiji&vin=1G1ZE5ST3HF260990,"2701 Derry Rd. E, Mississauga, ON, L4T 1A2"
Honda,Civic,2017,"$11,971.00 ",White,LX,Used,Sedan,Front-wheel drive (FWD),Other,Gasoline,"21,196",https://www.carproof.com/order?ref=kijiji&vin=2HGFC2F55HH025405,"373 Danforth Rd,  ON, Scarborough,, ON, M1L 3X6"
Porsche,Cayenne,2013,na,White,NAVIGATION SYSTEM/HEATED SEATS/HEATED STEERING!,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Gasoline,"154,000",https://www.carproof.com/order?ref=kijiji&vin=WP1AA2A27DLA06831,"46 Milvan Drive, Toronto, ON, M9L 1Z3"
Toyota,Corolla,2006,"$2,600.00 ",na,na,Used,Sedan,na,Automatic,na,226,https://www.carproof.com/order?ref=kijiji&vin=null,"Toronto, ON M4B2E5"
Ford,Escape,2015,"$15,988.00 ",White,"SE, $62/wk, heated seat, alloys, backup camera",Used,"SUV, Crossover",Other,Automatic,Gasoline,"74,899",https://www.carproof.com/order?ref=kijiji&vin=1FMCU0GX3FUC83026,"4700 Sheppard Avenue East, Toronto, ON, M1S 3V6"
Cadillac,DeVille,2001,"$1,000.00 ",Burgundy,DHS,Used,Sedan,Front-wheel drive (FWD),Automatic,Gasoline,"200,000",https://www.carproof.com/order?ref=kijiji&vin=1G6KE54Y01U191388,"Woodbridge, ON L4L 8L6"
Nissan,Frontier,2018,"$31,990.00 ",Black,PRO-4X/NAVIGATION/LEATHER/ ROOF,Used,Pickup Truck,4 x 4,Automatic,Gasoline,"15,700",https://www.carproof.com/order?ref=kijiji&vin=1N6AD0EV0JN756541,"4 Harvest Street, Lindsay, ON, K9V 4W9"
Volkswagen,Jetta,2016,"$13,250.00 ",Black,1.4TSI TRENDLINE+ AUT0 SUNROOF BACKUP CAMERA 107K,Used,Sedan,Front-wheel drive (FWD),Automatic,Gasoline,"107,025",https://www.carproof.com/order?ref=kijiji&vin=3VW267AJ5GM264505,"1235 Finch Ave. W., Toronto, ON, M3J 2G4"
Honda,Accord,2017,"$21,588.00 ",White,SE,Used,Sedan,Front-wheel drive (FWD),Other,na,"24,730",https://www.carproof.com/order?ref=kijiji&vin=1HGCR2F75HA803235,"321 Front Street East, Toronto, ON, M5A 1G3"
Mercedes-Benz,Other,2008,"$15,999.00 ",White,WWW.MOLANDSONS.CA,Used,Other,Other,Automatic,Diesel,N/A,https://www.carproof.com/order?ref=kijiji&vin=null,"1897 Wilson Avenue, North York, ON, M9M 1A2"
Pontiac,Montana,2006,"$1,100.00 ",Silver,na,Used,"SUV, Crossover",na,Automatic,Gasoline,"147,000",https://www.carproof.com/order?ref=kijiji&vin=null,"Norman Ross Dr, Markham, ON L3S 3E8, Canada"
Chrysler,300-Series,2011,"$3,400.00 ",Black,LIMITED,Used,Sedan,All-wheel drive (AWD),Automatic,Gasoline,"176,000",https://www.carproof.com/order?ref=kijiji&vin=null,"Etobicoke, ON M9C 1G5"
Chevrolet,Malibu,2017,"$19,999.00 ",Blue,LTLEATHER|NAVI|PANOROOF|,Used,Sedan,Front-wheel drive (FWD),Automatic,na,"41,432",https://www.carproof.com/order?ref=kijiji&vin=1G1ZE5ST3HF260990,"2701 Derry Rd. E, Mississauga, ON, L4T 1A2"
Honda,Civic,2017,"$11,971.00 ",White,LX,Used,Sedan,Front-wheel drive (FWD),Other,Gasoline,"21,196",https://www.carproof.com/order?ref=kijiji&vin=2HGFC2F55HH025405,"373 Danforth Rd,  ON, Scarborough,, ON, M1L 3X6"
Porsche,Cayenne,2013,na,White,NAVIGATION SYSTEM/HEATED SEATS/HEATED STEERING!,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Gasoline,"154,000",https://www.carproof.com/order?ref=kijiji&vin=WP1AA2A27DLA06831,"46 Milvan Drive, Toronto, ON, M9L 1Z3"
Toyota,Corolla,2006,"$2,600.00 ",na,na,Used,Sedan,na,Automatic,na,226,https://www.carproof.com/order?ref=kijiji&vin=null,"Toronto, ON M4B2E5"
Ford,Escape,2015,"$15,988.00 ",White,"SE, $62/wk, heated seat, alloys, backup camera",Used,"SUV, Crossover",Other,Automatic,Gasoline,"74,899",https://www.carproof.com/order?ref=kijiji&vin=1FMCU0GX3FUC83026,"4700 Sheppard Avenue East, Toronto, ON, M1S 3V6"
Volkswagen,Jetta,2015,"$12,500.00 ",White,2.0L TRENDLINE+ 5 SPEED SUNROOF BACKUP CAMERA 59K,Used,Sedan,Front-wheel drive (FWD),Manual,na,"59,996",https://reports.carproof.com/en/main?id=sd7Jv4GP0KFjA7GnyXG9HBixE7/0LaCO&utm_ref=kijiji,"1235 Finch Ave. W., Toronto, ON, M3J 2G4"
Jeep,Grand Cherokee,2018,"$50,907.00 ",Black,Summit,Used,"SUV, Crossover",4 x 4,Automatic,na,"12,861",https://www.carproof.com/order?ref=kijiji&vin=1C4RJFJG7JC145328,"321 Front Street East, Toronto, ON, M5A 1G3"
Hyundai,Accent,2011,"$3,250.00 ",Blue,L,Used,Coupe (2 door),Front-wheel drive (FWD),Automatic,Gasoline,"197,700",https://www.carproof.com/order?ref=kijiji&vin=KMHCN3BC9BU196213,"1614 Military Trail, Scarborough, ON, M1C 1B2"
Dodge,Sprinter,2007,na,na,na,Used,Other,na,na,na,"200,000",https://www.carproof.com/order?ref=kijiji&vin=null,"York, ON M9N 1H7, Canada"
