make,mileage,model,price,vin,year
Honda,"12,147 Miles",Accord,"$25,095",1HGCR2F9XHA007937,2017
Chrysler,"31,236 Miles",300,"$18,999",2C3CCABGXFH829459,2015
Kia,"39,973 Miles",Forte,"$12,000",KNAFK4A66G5618559,2016
Cadillac,"28,406 Miles",Escalade,"$46,999",1GYS4MKJ1FR536853,2015
Volkswagen,"18,528 Miles",Beetle,"$15,200",3VW5L7AT0DM807178,2013
Lincoln,"26,331 Miles",MKZ,"$26,100",3LN6L5D99HR623941,2017
Nissan,"33,321 Miles",Altima,"$16,100",1N4AL3APXHC293012,2017
Porsche,"22,879 Miles",911,"$66,699",WP0AA2A95GS106274,2016
Ford,"8,852 Miles",Fusion,"$18,200",3FA6P0H75JR104207,2018
Audi,"31,081 Miles",A4,"$27,500",WAUANAF45HN020133,2017
Mercedes-Benz,"32,045 Miles",C-Class,"$19,499",55SWF4KB6FU047573,2015
Buick,"48,137 Miles",Enclave,"$26,500",5GAKRCKD5FJ376312,2015
Lexus,"26,135 Miles",ES 350,"$18,999",JTHBK1GG7F2201725,2015
Jeep,"43,833 Miles",Cherokee,"$18,500",1C4PJLDB0FW738153,2015
Ford,"34,502 Miles",Focus,"$12,700",1FADP3K21HL286552,2017
Hyundai,"35,400 Miles",Sonata,"$18,300",5NPE34AB3FH249778,2015
Subaru,"38,282 Miles",Outback,"$19,799",4S4BSACC2H3318092,2017
Lexus,"16,095 Miles",ES 350,"$29,400",JTHBK1GG8G2219300,2016
Nissan,"44,632 Miles",Altima,"$15,300",1N4AL3AP6HC236189,2017
Nissan,"40,212 Miles",Sentra,"$11,400",3N1AB7AP8FY278729,2015
Nissan,"2,538 Miles",Titan,"$23,000",1N6AA1R77HN534874,2017
Nissan,"49,127 Miles",Pathfinder,"$20,900",5N1AR2MN5FC702197,2015
Ford,"58,945 Miles",Fusion Energi,"$15,100",3FA6P0SU6GR144898,2016
Hyundai,"32,828 Miles",Elantra,"$12,300",5NPDH4AE8GH744468,2016
Chevrolet,"55,187 Miles",Sonic,"$8,000",1G1JA5SH4E4230926,2014
Lexus,"50,656 Miles",NX 200t,"$26,495",JTJBARBZ2F2027457,2015
Nissan,"47,296 Miles",Altima,"$15,900",1N4AL3AP5HC192508,2017
Honda,"21,496 Miles",Civic,"$16,900",19XFC2F51GE227117,2016
Lexus,"30,086 Miles",ES 350,"$18,999",JTHBK1GG6F2170838,2015
Nissan,"22,013 Miles",Rogue,"$18,500",KNMAT2MV9GP635541,2016
Nissan,"33,274 Miles",Altima,"$15,400",1N4AL3AP4GC120696,2016
Ford,"48,191 Miles",Fusion,"$14,200",3FA6P0H71HR265938,2017
Kia,"45,674 Miles",Sportage,"$14,555",KNDPM3AC6H7229010,2017
Chevrolet,"22,191 Miles",Equinox,"$22,800",2GNAXMEV2J6299566,2018
Cadillac,"67,904 Miles",ATS,"$19,700",1G6AJ5SX7F0121449,2015
Hyundai,"28,952 Miles",Tucson,"$17,200",KM8J23A45HU323588,2017
Lexus,"44,453 Miles",GS 350,"$31,800",JTHBZ1BL2GA002458,2016
Infiniti,"35,864 Miles",Q50,"$16,999",JN1BV7AP2FM341824,2015
Nissan,"34,471 Miles",JUKE,"$16,700",JN8AF5MV4GT650744,2016
Acura,"45,915 Miles",TLX,"$21,100",19UUB2F33GA000704,2016
Chevrolet,"35,442 Miles",Traverse,"$20,200",1GNKRFKD4GJ166163,2016
Ford,"44,355 Miles",Flex,"$21,980",2FMGK5D86HBA03013,2017
Chrysler,"51,941 Miles",300,"$17,295",2C3CCAEG4HH596581,2017
Ford,"24,345 Miles",Fiesta,"$16,500",3FADP4GX3GM106429,2016
Mercedes-Benz,"19,685 Miles",CLA,"$22,400",WDDSJ4GBXFN195868,2015
Nissan,"42,755 Miles",Maxima,"$20,300",1N4AA6AP5HC428999,2017
Dodge,"52,026 Miles",Grand Caravan,"$16,300",2C4RDGEG2HR765237,2017
Lincoln,"37,947 Miles",MKC,"$18,999",5LMCJ1A9XFUJ21951,2015
Chevrolet,"33,279 Miles",Malibu,"$17,500",1G1ZE5ST0GF353271,2016
Ford,"43,368 Miles",Focus,"$12,300",1FADP3K29HL246543,2017
Cadillac,"2,045 Miles",ATS,"$22,100",1G6AA5RX2F0108209,2015
Chevrolet,"44,885 Miles",Camaro,"$21,400",1G1FB3DS0H0168310,2017
Ford,"40,727 Miles",Explorer,"$19,999",1FM5K7D88FGB29690,2015
BMW,"37,809 Miles",X5 M,"$57,099",5YMKT6C53F0C89405,2015
Honda,"23,419 Miles",Civic,"$12,600",19XFB2F51CE379976,2012
Nissan,"35,475 Miles",Titan,"$27,080",1N6AA1EJ3HN535490,2017
BMW,"26,155 Miles",3 Series,"$20,800",WBA8A9C52GK616628,2016
Hyundai,"48,189 Miles",Accent,"$11,200",KMHCT4AE8HU270731,2017
Lexus,"35,330 Miles",ES 350,"$23,499",58ABK1GG4GU003213,2016
Chrysler,"27,375 Miles",200,"$15,500",1C3CCCBB0GN120855,2016
Volkswagen,"52,582 Miles",Jetta,"$11,800",3VWPL7AJ8DM675228,2013
Nissan,"45,347 Miles",Rogue,"$14,499",JN8AT2MT7GW002884,2016
Nissan,"17,225 Miles",Sentra,"$14,400",3N1AB7AP7FY351850,2015
FIAT,"30,072 Miles",500e,"$13,700",3C3CFFGE1GT144495,2016
Kia,"22,542 Miles",Sorento,"$17,800",5XYPGDA36GG033101,2016
Jeep,"40,953 Miles",Grand Cherokee,"$27,500",1C4RJFBG4HC946503,2017
Nissan,"46,306 Miles",Altima,"$17,400",1N4BL3AP7HC193938,2017
Kia,"19,121 Miles",Optima Hybrid,"$16,100",KNAGM4AD6G5099798,2016
Chevrolet,"34,830 Miles",Express Passenger,"$22,599",1GAZGPFG9H1202785,2017
Volkswagen,"50,367 Miles",Jetta,"$11,100",3VWPL7AJ8DM634050,2013
Toyota,"34,892 Miles",Camry,"$14,680",4T4BF1FK6GR519919,2016
Chevrolet,"22,639 Miles",Silverado 1500,"$30,900",3GCPCREC8JG152330,2018
Ford,"35,703 Miles",Explorer,"$25,430",1FM5K8D89GGB32332,2016
Infiniti,"25,060 Miles",QX60,"$27,300",5N1AL0MM7FC554356,2015
Dodge,"54,803 Miles",Grand Caravan,"$16,100",2C4RDGEG1HR671835,2017
Nissan,"11,261 Miles",Sentra,"$15,800",3N1AB7AP9FY296642,2015
Ford,"21,480 Miles",Explorer,"$24,530",1FM5K7D86GGD32398,2016
Toyota,"32,825 Miles",RAV4,"$16,900",JTMZFREV3EJ004639,2014
Volkswagen,"42,260 Miles",Jetta,"$11,800",3VWPL7AJ6DM664941,2013
Volkswagen,"55,144 Miles",Jetta,"$11,300",3VWPL7AJ6CM681513,2012
Nissan,"50,108 Miles",Maxima,"$21,505",1N4AA6AP3GC377209,2016
Toyota,"12,001 Miles",Corolla,"$15,800",2T1BURHE7JC068630,2018
Nissan,"36,372 Miles",Altima,"$15,000",1N4AL3AP5HC206357,2017
Toyota,"30,848 Miles",Prius c,"$15,600",JTDKDTB38F1100811,2015
Chrysler,"21,097 Miles",300,"$24,300",2C3CCAGG1HH612927,2017
Hyundai,"42,728 Miles",Veloster,"$12,900",KMHTC6ADXHU310665,2017
Mazda,"46,075 Miles",Mazda3,"$15,400",3MZBN1V78HM151602,2017
BMW,"39,886 Miles",5 Series,"$27,280",WBA5B3C5XFD541161,2015
Nissan,"35,731 Miles",Rogue,"$17,575",JN8AT2MV0JW304381,2018
Ford,"25,109 Miles",Fusion Hybrid,"$15,999",3FA6P0LU1JR162098,2018
Buick,"52,652 Miles",Enclave,"$23,430",5GAKRBKD7FJ307793,2015
Lexus,"33,710 Miles",RX 350,"$35,300",2T2BZMCA1GC008436,2016
Nissan,"40,885 Miles",Altima,"$13,499",1N4AL3AP0HC195476,2017
Kia,"20,796 Miles",Forte,"$12,900",3KPFK4A79HE133799,2017
Tesla,"23,685 Miles",Model S,"$48,999",5YJSA1H28FF098495,2015
Nissan,"15,900 Miles",Pathfinder,"$31,580",5N1DR2MN9HC911684,2017
Mercedes-Benz,"49,031 Miles",E-Class,"$26,600",WDDHF5KB4GB287845,2016
Kia,"10,847 Miles",Optima,"$15,999",5XXGU4L3XHG165418,2017
Ram,"18,302 Miles",Pickup 2500,"$40,999",3C6UR5DL6HG768346,2017
Toyota,"68,350 Miles",Tacoma,"$22,800",5TFJU4GN1EX063687,2014
Hyundai,"37,739 Miles",Sonata,"$14,600",5NPE34AF7FH197364,2015
Infiniti,"72,413 Miles",JX35,"$21,600",5N1AL0MM8DC327996,2013
GMC,"17,426 Miles",Terrain,"$18,100",2GKALMEK1H6194056,2017
BMW,"44,656 Miles",5 Series,"$25,700",WBA5A5C50GD528127,2016
Ford,"78,936 Miles",Explorer,"$20,000",1FM5K8B89HGA71438,2017
Volkswagen,"31,093 Miles",Beetle,"$13,400",3VWJL7AT1EM666749,2014
Audi,"34,307 Miles",Q7,"$28,700",WA1LMAFE4DD013675,2013
Mercedes-Benz,"37,912 Miles",GLS,"$43,399",4JGDF6EE0HA894171,2017
Audi,"28,258 Miles",A3,"$17,999",WAUB8GFF9G1040861,2016
GMC,"46,638 Miles",Acadia,"$27,500",1GKKVSKD2GJ250161,2016
Nissan,"15,950 Miles",Altima,"$15,500",1N4AL3AP5FC181621,2015
Dodge,"43,399 Miles",Journey,"$17,455",3C4PDCEG7GT241271,2016
Jeep,"31,877 Miles",Cherokee,"$18,900",1C4PJLDBXGW158636,2016
Nissan,"23,297 Miles",Frontier,"$22,400",1N6DD0ER7HN717648,2017
Jeep,"17,234 Miles",Cherokee,"$26,700",1C4PJMBS3GW262538,2016
Audi,"5,113 Miles",A7,"$60,780",WAUW3AFC6JN090863,2018
Dodge,"37,847 Miles",Charger,"$21,600",2C3CDXJG2HH660915,2017
Ford,"58,430 Miles",Mustang,"$18,400",1FA6P8TH6G5247158,2016
Infiniti,"26,659 Miles",QX60,"$25,999",5N1AL0MM2FC523029,2015
Land Rover,"19,072 Miles",Range Rover Evoque,"$27,899",SALVP2BG4FH046182,2015
Kia,"46,087 Miles",Sedona,"$17,700",KNDMB5C1XH6242350,2017
Volkswagen,"11,240 Miles",Tiguan,"$19,200",WVGAV7AX0HK054517,2017
Kia,"39,488 Miles",Sorento,"$15,700",5XYKTCA68FG650511,2015
BMW,"21,627 Miles",i3,"$22,999",WBY1Z6C52HV548163,2017
Kia,"11,101 Miles",Sportage,"$19,000",KNDPM3ACXJ7453872,2018
Ford,"36,551 Miles",Mustang,"$23,199",1FA6P8CF6H5323963,2017
Lexus,"39,687 Miles",IS 350,"$24,780",JTHBE1D29F5015909,2015
Mazda,"45,548 Miles",Mazda3,"$16,000",3MZBN1L71HM121344,2017
Jeep,"44,873 Miles",Wrangler Unlimited,"$29,430",1C4BJWEG1FL752957,2015
Infiniti,"47,284 Miles",Q50,"$20,400",JN1BV7AR6FM411486,2015
Honda,"36,183 Miles",Civic,"$16,999",SHHFK7G41HU218627,2017
Lexus,"37,902 Miles",RX 350,"$24,630",2T2ZK1BA5DC127606,2013
Lexus,"9,637 Miles",RX 350,"$37,630",2T2ZZMCA1GC010783,2016
Toyota,"10,215 Miles",Camry,"$20,255",4T1B11HK0JU053157,2018
Lexus,"24,205 Miles",ES 350,"$24,700",JTHBK1GG2F2158069,2015
Kia,"38,837 Miles",Sportage,"$11,399",KNDPBCAC0E7632367,2014
GMC,"25,814 Miles",Sierra 1500,"$38,680",3GTU2NEC1HG354760,2017
Cadillac,"25,237 Miles",CTS,"$27,030",1G6AX5SX8G0122934,2016
Nissan,"35,122 Miles",Rogue,"$15,700",KNMAT2MV2FP563595,2015
Nissan,"10,234 Miles",Rogue,"$17,800",5N1AT2MT2HC774168,2017
Ford,"42,355 Miles",Fiesta,"$11,400",3FADP4EJ0HM119669,2017
Hyundai,"30,853 Miles",Sonata,"$18,600",5NPE34AB1FH131552,2015
Ford,"34,877 Miles",Focus,"$12,100",1FADP3F22HL248208,2017
Audi,"27,771 Miles",A5,"$26,200",WAUMFAFR8FA004941,2015
Nissan,"28,107 Miles",LEAF,"$12,600",1N4AZ0CP3FC333552,2015
Nissan,"36,254 Miles",Versa,"$11,600",3N1CN7AP9GL883938,2016
Nissan,"12,294 Miles",Armada,"$40,780",JN8AY2ND4JX002531,2018
Honda,"15,441 Miles",CR-V,"$17,999",2HKRM3H40GH552499,2016
Toyota,"49,323 Miles",Avalon,"$18,900",4T1BK1EB0HU248915,2017
Dodge,"51,301 Miles",Grand Caravan,"$16,000",2C4RDGEG3HR717410,2017
GMC,"61,002 Miles",Yukon XL,"$35,330",1GKS1HKC3FR222472,2015
Jeep,"14,275 Miles",Cherokee,"$21,500",1C4PJMCS6GW170337,2016
Honda,"56,699 Miles",CR-Z,"$10,000",JHMZF1D67BS005874,2011
Jeep,"10,630 Miles",Renegade,"$17,800",ZACCJABB1HPG46040,2017
Subaru,"20,622 Miles",Crosstrek,"$17,999",JF2GPACC2F8292171,2015
Volkswagen,"38,465 Miles",Jetta,"$13,300",3VWLL7AJ2EM443532,2014
Nissan,"45,176 Miles",Rogue,"$14,999",5N1AT2MV3EC853927,2014
Buick,762 Miles,LaCrosse,"$23,999",1G4ZP5SS7JU139353,2018
Audi,"26,292 Miles",A7,"$35,855",WAU2MAFC8EN074486,2014
Chevrolet,"26,310 Miles",Equinox,"$18,499",2GNAXJEV1J6210021,2018
Lexus,"32,375 Miles",RX 350,"$35,200",2T2ZZMCA8HC049744,2017
Hyundai,"23,105 Miles",Sonata,"$13,999",5NPE34AF8GH267181,2016
BMW,"58,135 Miles",X1,"$24,100",WBXHU7C33HP924816,2017
Kia,"16,810 Miles",Sportage,"$17,500",KNDPM3AC0J7450284,2018
GMC,"38,878 Miles",Terrain,"$17,700",2GKFLSEK2G6161804,2016
Land Rover,"39,628 Miles",Range Rover Evoque,"$31,499",SALVR2BGXGH092255,2016
Jeep,"41,598 Miles",Patriot,"$13,600",1C4NJPBA8GD536473,2016
Ford,"52,233 Miles",F-250 Super Duty,"$31,380",1FT7W2B66GEA81917,2016
Nissan,"32,249 Miles",Altima,"$15,200",1N4AL3AP3FC586439,2015
Jeep,"21,719 Miles",Compass,"$15,500",1C4NJCBB7FD152619,2015
Nissan,"61,742 Miles",Pathfinder,"$22,100",5N1AR2MM9FC713050,2015
Jeep,"15,976 Miles",Cherokee,"$18,600",1C4PJLAB9HW662326,2017
Jeep,"20,602 Miles",Grand Cherokee,"$34,980",1C4RJFLG9JC207910,2018
Chevrolet,"24,669 Miles",Cruze,"$14,400",1G1BE5SM7G7327688,2016
Jeep,"42,541 Miles",Renegade,"$15,500",ZACCJABB0HPF03323,2017
Cadillac,"24,884 Miles",ATS,"$19,480",1G6AA5RX8F0107081,2015
Kia,"41,363 Miles",Sportage,"$15,800",KNDPC3AC0F7730555,2015
GMC,"31,434 Miles",Acadia,"$24,900",1GKKRRKD4FJ368482,2015
Toyota,"13,923 Miles",RAV4,"$24,800",JTMNFREV8GJ063719,2016
Nissan,"35,750 Miles",Altima,"$17,600",1N4BL3AP0GC131974,2016
Toyota,"40,627 Miles",Camry,"$17,745",JTNB11HK5J3032357,2018
Volkswagen,"38,686 Miles",Beetle,"$14,900",3VW6L7AT9DM826560,2013
Chevrolet,"33,645 Miles",Volt,"$19,300",1G1RC6S54GU116212,2016
Ford,"22,536 Miles",C-MAX Hybrid,"$15,700",1FADP5BU0FL122929,2015
Volkswagen,"42,228 Miles",CC,"$14,900",WVWRN7ANXDE506570,2013
Dodge,"41,325 Miles",Journey,"$15,400",3C4PDDBG4GT159752,2016
Buick,"28,842 Miles",Verano,"$14,600",1G4PR5SK9F4217379,2015
BMW,"22,985 Miles",5 Series,"$29,500",WBA5A5C58GD527758,2016
Chevrolet,"49,890 Miles",Equinox,"$17,100",2GNFLFEK2H6301054,2017
Ram,"9,718 Miles",ProMaster City Cargo,"$19,580",ZFBERFAB2H6G53829,2017
Lexus,"26,448 Miles",IS 300,"$22,999",JTHCM1D22G5008289,2016
Nissan,"34,256 Miles",LEAF,"$12,000",1N4AZ0CP3FC311616,2015
Toyota,"11,926 Miles",Camry,"$17,200",4T4BF1FK9GR550470,2016
BMW,"45,974 Miles",X1,"$21,395",WBAVM5C52EVV91387,2014
Hyundai,"35,800 Miles",Sonata,"$17,600",5NPE34AB3FH255483,2015
Mercedes-Benz,"15,634 Miles",GLA,"$39,000",WDDTG5CB1GJ247069,2016
Volkswagen,"21,106 Miles",Beetle,"$14,800",3VW5L7AT1DM830713,2013
Nissan,"45,743 Miles",Altima,"$17,400",1N4BL3AP7HC210835,2017
Kia,"42,756 Miles",Optima,"$19,900",5XXGW4L20GG087585,2016
Dodge,"57,261 Miles",Journey,"$14,900",3C4PDDBG7FT601096,2015
Scion,"35,045 Miles",iA,"$12,500",3MYDLBZV1GY103531,2016
Nissan,"40,180 Miles",Altima,"$14,300",1N4AL3AP6GC167597,2016
Nissan,"28,728 Miles",Maxima,"$20,999",1N4AA6AP2GC407204,2016
Lexus,"72,480 Miles",ES 350,"$18,600",JTHBK1GG8D2069782,2013
Kia,"48,584 Miles",Sorento,"$15,800",5XYKTCA62FG630237,2015
Honda,"30,628 Miles",Civic,"$17,800",19XFC2F78GE010648,2016
Chevrolet,"40,530 Miles",Malibu,"$15,800",1G1ZE5ST6HF204073,2017
Toyota,"53,426 Miles",RAV4,"$16,980",JTMZFREV9FJ049683,2015
Mercedes-Benz,"12,966 Miles",C-Class,"$20,999",55SWF4JB3FU093119,2015
Ram,"77,537 Miles",Pickup 1500,"$25,200",1C6RR6MT2ES332741,2014
Lexus,"29,035 Miles",ES 350,"$24,200",JTHBK1GG0F2166865,2015
Mercedes-Benz,"33,592 Miles",C-Class,"$21,499",55SWF4JB1GU107360,2016
Nissan,"33,406 Miles",Rogue,"$21,470",JN8AT2MV0HW282084,2017
Ford,"25,143 Miles",Edge,"$20,430",2FMPK3J95GBC24280,2016
Kia,"25,509 Miles",Soul,"$13,100",KNDJN2A28F7155901,2015
GMC,"42,470 Miles",Yukon XL,"$41,000",1GKS2GKC3HR188026,2017
Acura,"70,280 Miles",MDX,"$27,700",5FRYD4H98GB034795,2016
Nissan,"31,462 Miles",Altima,"$14,800",1N4AL3AP8HC263765,2017
Nissan,"36,199 Miles",Altima,"$14,300",1N4AL3AP1FC456711,2015
Cadillac,"34,637 Miles",SRX,"$20,999",3GYFNBE30GS543856,2016
Chevrolet,"23,532 Miles",Corvette,"$41,330",1G1YK2D72E5131448,2014
Lincoln,"13,102 Miles",MKZ,"$17,899",3LN6L2G9XGR615128,2016
Volkswagen,"39,545 Miles",CC,"$14,800",WVWBP7AN3EE503734,2014
Hyundai,"39,042 Miles",Accent,"$11,700",KMHCT4AEXHU201099,2017
Toyota,"18,400 Miles",Prius c,"$17,600",JTDKDTB3XF1585453,2015
Nissan,"33,239 Miles",Maxima,"$19,900",1N4AA6AP9GC407409,2016
Infiniti,"35,739 Miles",Q70L,"$22,999",JN1BY1PRXFM830923,2015
Mercedes-Benz,"36,424 Miles",C-Class,"$19,999",55SWF4JB6FU065895,2015
Ford,"43,601 Miles",F-150,"$35,630",1FTEW1EP1GKF03566,2016
Mazda,"42,759 Miles",CX-5,"$22,300",JM3KE4DY0G0701219,2016
Nissan,"44,124 Miles",Murano,"$25,925",5N1AZ2MGXGN112598,2016
GMC,"36,202 Miles",Terrain,"$16,800",2GKALNEK5G6174283,2016
Nissan,"32,472 Miles",Altima,"$11,899",1N4AL3AP6GC160181,2016
Dodge,"49,160 Miles",Grand Caravan,"$17,000",2C4RDGEG5HR799107,2017
Subaru,"63,539 Miles",Legacy,"$17,100",4S3BNAL63F3068106,2015
Jeep,"31,105 Miles",Cherokee,"$16,100",1C4PJLCB6EW245478,2014
Ford,"36,225 Miles",Focus,"$11,700",1FADP3K27HL226095,2017
Toyota,"41,564 Miles",Corolla,"$14,500",5YFBURHE0HP651938,2017
Toyota,"18,247 Miles",Tundra,"$31,999",5TFEY5F1XHX214461,2017
Volkswagen,"34,677 Miles",Jetta,"$11,999",3VWD17AJ1GM344942,2016
Mitsubishi,"28,335 Miles",Outlander,"$16,600",JA4AD3A37GZ008003,2016
Toyota,"31,212 Miles",Corolla,"$11,999",2T1BURHE2GC549670,2016
Ford,"40,463 Miles",Fiesta,"$11,500",3FADP4BJ0HM112922,2017
Nissan,"24,358 Miles",Altima,"$19,200",1N4BL3AP3HC126141,2017
Ford,"25,557 Miles",Edge,"$17,200",2FMTK3G87FBB92475,2015
Toyota,"36,338 Miles",RAV4,"$17,500",JTMZFREV8GJ067416,2016
Ford,"20,981 Miles",Fusion,"$15,200",1FA6P0HD6G5117128,2016
Nissan,"46,424 Miles",Pathfinder,"$19,200",5N1DR2MN6HC687550,2017
Nissan,"40,814 Miles",Rogue,"$20,700",5N1AT2MV4HC870420,2017
Lexus,"36,217 Miles",ES 350,"$27,100",58ABK1GG6GU003570,2016
Chevrolet,"22,280 Miles",Camaro,"$18,200",2G1FB1E37F9292265,2015
Nissan,"46,173 Miles",Altima,"$14,600",1N4AL3AP1HC275613,2017
Ford,"33,289 Miles",Escape,"$13,999",1FMCU9GX3FUC53772,2015
Dodge,"18,446 Miles",Journey,"$21,800",3C4PDDEG8HT564882,2017
Lexus,"30,650 Miles",LS 460,"$46,999",JTHCL5EF1H5027641,2017
Chevrolet,"18,280 Miles",Equinox,"$18,000",2GNALCEK9G6216087,2016
Cadillac,"14,017 Miles",ATS,"$20,700",1G6AA5RA6G0151223,2016
Honda,"31,651 Miles",CR-V,"$14,999",3CZRM3H39FG711058,2015
Chrysler,"42,511 Miles",300,"$20,100",2C3CCAKG5HH651172,2017
Hyundai,"38,081 Miles",Sonata,"$13,600",5NPE24AF4HH549127,2017
Toyota,"33,787 Miles",RAV4,"$15,999",2T3BFREV1FW393611,2015
Ford,"42,329 Miles",F-150,"$30,400",1FTFW1ET3DFC12864,2013
Subaru,"30,489 Miles",Impreza,"$15,699",4S3GKAB6XH3609767,2017
Lexus,"15,047 Miles",IS 200t,"$28,900",JTHBA1D20H5039336,2017
Mazda,"21,073 Miles",CX-5,"$22,845",JM3KFBCM3J0342780,2018
Audi,"31,526 Miles",A7,"$35,985",WAU2MAFC5EN098468,2014
Chrysler,"18,992 Miles",300,"$23,500",2C3CCAGG5JH250736,2018
Jeep,"17,647 Miles",Grand Cherokee,"$29,799",1C4RJFJG3FC112558,2015
Chevrolet,"35,467 Miles",Equinox,"$15,230",2GNALBEK9F1135211,2015
Chevrolet,"40,622 Miles",Malibu,"$14,730",1G1ZE5ST5GF307483,2016
Toyota,"17,085 Miles",4Runner,"$31,615",JTEZU5JR8G5114987,2016
Buick,"17,288 Miles",Encore,"$17,200",KL4CJESB6FB195096,2015
Ford,"76,067 Miles",Fusion Hybrid,"$13,300",3FA6P0LU5GR262598,2016
Jeep,"44,730 Miles",Wrangler Unlimited,"$28,280",1C4BJWDG2EL176392,2014
Audi,"44,409 Miles",Q3,"$25,600",WA1EFCFS2GR011175,2016
Lexus,"60,753 Miles",ES 300h,"$22,700",JTHBW1GG4F2090152,2015
Chevrolet,"53,042 Miles",Traverse,"$17,330",1GNKRGKD0EJ153347,2014
Acura,"35,419 Miles",TLX,"$19,999",19UUB2F59GA005357,2016
Infiniti,"36,095 Miles",Q50,"$20,700",JN1BV7AP8FM356537,2015
Audi,"36,645 Miles",A3,"$15,999",WAUAJGFF4F1032178,2015
Volkswagen,"30,737 Miles",CC,"$17,200",WVWBP7AN7GE514464,2016
Scion,"24,688 Miles",tC,"$15,900",JTKJF5C7XGJ014025,2016
Buick,"31,220 Miles",Encore,"$15,600",KL4CJBSB5GB561131,2016
Lincoln,"21,159 Miles",MKZ Hybrid,"$27,000",3LN6L5KU4HR625202,2017
Toyota,"22,610 Miles",Camry,"$16,300",4T4BF1FKXGR530678,2016
Ford,"23,982 Miles",Fusion,"$15,500",3FA6P0H93GR236716,2016
Ford,"37,544 Miles",Mustang,"$19,300",1FA6P8TH4G5244906,2016
Toyota,"14,817 Miles",Camry,"$17,700",4T1BF1FK2HU810221,2017
BMW,"15,459 Miles",4 Series,"$42,930",WBA4J5C53JBF06608,2018
Nissan,"31,541 Miles",Sentra,"$14,100",3N1AB7AP0GY210555,2016
Volkswagen,"25,696 Miles",Tiguan,"$17,700",WVGAV7AX7GW008318,2016
Kia,"45,424 Miles",Optima,"$14,200",5XXGT4L31HG131015,2017
Mazda,"36,910 Miles",MX-5 Miata,"$19,630",JM1NDAD73G0117895,2016
Lincoln,"15,836 Miles",MKS,"$18,999",1LNHL9EK1FG600496,2015
Scion,"10,330 Miles",FR-S,"$22,100",JF1ZNAA18G9705226,2016
Toyota,"27,408 Miles",Avalon,"$22,800",4T1BK1EB6GU199556,2016
Chevrolet,"50,606 Miles",Camaro,"$18,800",2G1FC1E31E9266661,2014
Ford,"42,108 Miles",Focus,"$12,300",1FADP3K23HL248563,2017
FIAT,"17,687 Miles",500e,"$14,000",3C3CFFGE3GT155305,2016
Honda,"19,420 Miles",Accord,"$17,999",1HGCR2F81GA033476,2016
Infiniti,"62,131 Miles",QX70,"$22,200",JN8CS1MW0EM412323,2014
Honda,"70,784 Miles",CR-V,"$14,500",2HKRM3H35EH555645,2014
Nissan,"40,715 Miles",Titan,"$28,980",1N6AA1E69HN533920,2017
Toyota,"27,848 Miles",Corolla,"$15,300",2T1BURHE0HC897291,2017
Hyundai,"30,238 Miles",Veloster,"$13,800",KMHTC6ADXHU305496,2017
Dodge,"45,564 Miles",Grand Caravan,"$16,100",2C4RDGCG3HR807403,2017
Volkswagen,"39,408 Miles",CC,"$13,999",WVWBN7ANXFE803875,2015
Buick,"8,995 Miles",Encore,"$19,115",KL4CJASB6JB600939,2018
Jeep,"48,099 Miles",Renegade,"$17,400",ZACCJBCB5HPE62529,2017
Volkswagen,"45,310 Miles",Beetle,"$12,500",3VWJL7AT0DM615368,2013
Acura,"18,831 Miles",RDX,"$24,305",5J8TB3H30FL014755,2015
Ford,"36,440 Miles",Explorer,"$21,400",1FM5K7B88GGB63410,2016
Jeep,"46,860 Miles",Grand Cherokee,"$23,800",1C4RJEBG4HC790599,2017
Dodge,"62,703 Miles",Durango,"$26,200",1C4RDHDG3GC386973,2016
Chevrolet,"18,407 Miles",Impala,"$21,200",2G1105S37J9147490,2018
Toyota,"14,701 Miles",Corolla iM,"$17,200",JTNKARJE3JJ555262,2018
Honda,"22,693 Miles",Civic,"$21,700",SHHFK7H56HU410102,2017
Volkswagen,"30,855 Miles",e-Golf,"$16,200",WVWKP7AU0GW901584,2016
Dodge,"14,694 Miles",Journey,"$20,295",3C4PDCEG0JT362716,2018
Nissan,"36,195 Miles",Pathfinder,"$20,625",5N1AR2MM9FC706406,2015
Chevrolet,"40,676 Miles",Volt,"$15,200",1G1RC6E41FU143031,2015
Volkswagen,"38,661 Miles",CC,"$14,700",WVWBP7AN3EE501238,2014
Porsche,"23,137 Miles",911,"$83,599",WP0CB2A97GS154350,2016
Dodge,"46,420 Miles",Journey,"$15,800",3C4PDDBG8HT528727,2017
Ford,"34,919 Miles",Focus,"$12,500",1FADP3K26HL259086,2017
Mitsubishi,"39,662 Miles",Mirage,"$10,000",ML32A3HJ6HH016160,2017
Nissan,"37,773 Miles",Rogue,"$17,200",KNMAT2MV9HP584074,2017
Volkswagen,"29,722 Miles",CC,"$14,000",WVWBP7AN1EE530303,2014
Mercedes-Benz,"22,381 Miles",C-Class,"$20,999",55SWF4JB4GU125576,2016
Cadillac,"27,756 Miles",CTS,"$27,330",1G6AR5SX1G0110571,2016
Honda,"30,127 Miles",Accord,"$17,900",1HGCR2F32GA123059,2016
Nissan,"23,854 Miles",Frontier,"$20,800",1N6DD0ER8HN772108,2017
Acura,"31,052 Miles",TLX,"$15,999",19UUB1F3XGA002086,2016
