,brand,Year,mpg,Displacement,list_price
5429,Chevrolet,2014,27.0,2.0,10477
5430,Chevrolet,2014,26.0,1.4,10477
5431,Chevrolet,2014,25.0,1.8,10477
5432,Chevrolet,2014,22.0,1.8,10477
5433,Chevrolet,2014,26.0,1.4,10477
5434,Hyundai,2013,28.0,1.8,10950
5435,Hyundai,2013,28.0,1.8,10950
5436,Nissan,2015,31.0,1.6,12495
5437,Nissan,2015,27.0,1.6,12495
5438,Nissan,2015,26.0,1.6,12495
5444,Nissan,2015,31.0,1.6,12495
5445,Nissan,2015,27.0,1.6,12495
5446,Nissan,2015,26.0,1.6,12495
5451,Nissan,2015,31.0,1.6,12495
5452,Nissan,2015,27.0,1.6,12495
5453,Nissan,2015,26.0,1.6,12495
5454,Hyundai,2019,25.0,2.4,31528
5455,Hyundai,2019,23.0,2.0,31528
5456,Hyundai,2019,28.0,1.6,31528
5457,Dodge,2012,17.0,3.6,10995
5458,Nissan,2015,31.0,1.6,12495
5459,Nissan,2015,27.0,1.6,12495
5460,Nissan,2015,26.0,1.6,12495
5463,Chevrolet,2015,26.0,1.4,13999
5464,Chevrolet,2015,26.0,1.4,13999
5465,Chevrolet,2015,22.0,1.8,13999
5466,Chevrolet,2015,25.0,1.8,13999
5467,Chevrolet,2015,27.0,2.0,13999
5469,Nissan,2015,31.0,1.6,12495
5470,Nissan,2015,27.0,1.6,12495
5471,Nissan,2015,26.0,1.6,12495
5477,Nissan,2015,31.0,1.6,12495
5478,Nissan,2015,27.0,1.6,12495
5479,Nissan,2015,26.0,1.6,12495
5480,Volkswagen,2017,23.0,2.0,18995
5481,Volkswagen,2017,24.0,1.8,18995
5484,Toyota,2017,27.0,1.8,14999
5485,Toyota,2017,28.0,1.8,14999
5486,Toyota,2017,28.0,1.8,14999
5487,Nissan,2015,31.0,1.6,12495
5488,Nissan,2015,27.0,1.6,12495
5489,Nissan,2015,26.0,1.6,12495
5490,Toyota,2014,23.0,2.5,15950
5491,Dodge,2012,17.0,3.6,13342
5494,Volkswagen,2015,20.0,3.6,14990
5495,Volkswagen,2015,24.0,1.8,14990
5496,Volkswagen,2015,29.0,2.0,14990
5497,Volkswagen,2015,24.0,1.8,14990
5498,Volkswagen,2015,30.0,2.0,14990
5500,Land Rover,2014,17.0,3.0,59888
5501,Land Rover,2014,14.0,5.0,59888
5503,Nissan,2015,31.0,1.6,12495
5504,Nissan,2015,27.0,1.6,12495
5505,Nissan,2015,26.0,1.6,12495
5507,Hyundai,2014,24.0,1.6,12131
5508,Hyundai,2014,24.0,1.6,12131
5509,Hyundai,2014,27.0,1.6,12131
5510,Hyundai,2014,26.0,1.6,12131
5512,Fiat,2016,27.0,1.4,18877
5513,Fiat,2016,24.0,1.4,18877
5514,Fiat,2016,31.0,1.4,18877
5515,Fiat,2016,28.0,1.4,18877
5518,Land Rover,2014,17.0,3.0,59888
5519,Land Rover,2014,14.0,5.0,59888
5521,Nissan,2015,31.0,1.6,12495
5522,Nissan,2015,27.0,1.6,12495
5523,Nissan,2015,26.0,1.6,12495
5524,Honda,2013,22.0,2.4,14450
5525,Honda,2013,28.0,1.8,14450
5526,Honda,2013,28.0,1.8,14450
5529,Toyota,2009,19.0,3.5,9500
5530,Toyota,2009,21.0,2.7,9500
5534,Land Rover,2014,17.0,3.0,59888
5535,Land Rover,2014,14.0,5.0,59888
5537,Toyota,2012,24.0,2.5,9980
5538,Toyota,2012,21.0,3.5,9980
5539,Cadillac,2016,17.0,3.6,29748
5540,Volkswagen,2015,24.0,2.0,14250
5541,Volkswagen,2015,23.0,2.0,14250
5542,Volkswagen,2015,30.0,2.0,14250
5543,Volkswagen,2015,31.0,2.0,14250
5544,Volkswagen,2015,25.0,2.0,14250
5545,Volkswagen,2015,25.0,1.8,14250
5546,Volkswagen,2015,25.0,1.8,14250
5547,Volkswagen,2015,22.0,2.0,14250
5550,Toyota,2009,19.0,3.5,9500
5551,Toyota,2009,21.0,2.7,9500
5555,Land Rover,2014,17.0,3.0,59888
5556,Land Rover,2014,14.0,5.0,59888
5560,Volkswagen,2015,21.0,2.0,12750
5561,Honda,2013,26.0,2.4,15950
5562,Honda,2013,24.0,2.4,15950
5563,Honda,2013,21.0,3.5,15950
5564,Honda,2013,21.0,3.5,15950
5565,Honda,2013,18.0,3.5,15950
5566,Honda,2013,26.0,2.4,15950
5568,Toyota,2009,19.0,3.5,9500
5569,Toyota,2009,21.0,2.7,9500
5573,Land Rover,2014,17.0,3.0,59888
5574,Land Rover,2014,14.0,5.0,59888
5576,Nissan,2016,27.0,2.5,13495
5577,Nissan,2016,22.0,3.5,13495
5579,Hyundai,2016,28.0,1.8,16800
5580,Hyundai,2016,27.0,1.8,16800
5581,Hyundai,2016,24.0,2.0,16800
5582,Hyundai,2016,24.0,2.0,16800
5583,Nissan,2005,21.0,2.5,0
5584,Nissan,2005,21.0,2.5,0
5585,Nissan,2005,19.0,3.5,0
5586,Nissan,2005,18.0,3.5,0
5587,Nissan,2005,18.0,3.5,0
5588,Toyota,2009,19.0,3.5,9500
5589,Toyota,2009,21.0,2.7,9500
5593,Land Rover,2014,17.0,3.0,59888
5594,Land Rover,2014,14.0,5.0,59888
5597,Honda,2015,18.0,3.5,17500
5598,Honda,2015,21.0,3.5,17500
5599,Honda,2015,21.0,3.5,17500
5600,Honda,2015,23.0,2.4,17500
5601,Honda,2015,27.0,2.4,17500
5602,Honda,2015,26.0,2.4,17500
5603,Audi,2013,18.0,3.0,28800
5604,Audi,2013,17.0,3.0,28800
5606,Nissan,2005,21.0,2.5,0
5607,Nissan,2005,21.0,2.5,0
5608,Nissan,2005,19.0,3.5,0
5609,Nissan,2005,18.0,3.5,0
5610,Nissan,2005,18.0,3.5,0
5611,Toyota,2009,19.0,3.5,9500
5612,Toyota,2009,21.0,2.7,9500
5616,Land Rover,2014,17.0,3.0,59888
5617,Land Rover,2014,14.0,5.0,59888
5619,Volkswagen,2012,24.0,2.0,12888
5620,Volkswagen,2012,21.0,2.0,12888
5621,Toyota,2017,27.0,1.8,18331
5622,Toyota,2017,28.0,1.8,18331
5623,Toyota,2017,28.0,1.8,18331
5625,Toyota,2018,28.0,1.8,16988
5626,Toyota,2018,28.0,1.8,16988
5627,Toyota,2018,27.0,1.8,16988
5629,Volkswagen,2014,29.0,2.0,7500
5630,Volkswagen,2014,29.0,2.0,7500
5631,Volkswagen,2014,26.0,1.8,7500
5632,Volkswagen,2014,25.0,1.8,7500
5633,Volkswagen,2014,24.0,2.0,7500
5634,Volkswagen,2014,23.0,2.0,7500
5635,Volkswagen,2014,23.0,2.0,7500
5636,Volkswagen,2014,24.0,2.0,7500
5638,Nissan,2005,21.0,2.5,0
5639,Nissan,2005,21.0,2.5,0
5640,Nissan,2005,19.0,3.5,0
5641,Nissan,2005,18.0,3.5,0
5642,Nissan,2005,18.0,3.5,0
5643,Toyota,2009,19.0,3.5,9500
5644,Toyota,2009,21.0,2.7,9500
5648,Land Rover,2014,17.0,3.0,59888
5649,Land Rover,2014,14.0,5.0,59888
5653,Volkswagen,2012,24.0,2.5,11780
5654,Volkswagen,2012,23.0,2.5,11780
5655,Volkswagen,2012,29.0,2.0,11780
5656,Volkswagen,2012,29.0,2.0,11780
5660,Volkswagen,2014,29.0,2.0,7500
5661,Volkswagen,2014,29.0,2.0,7500
5662,Volkswagen,2014,26.0,1.8,7500
5663,Volkswagen,2014,25.0,1.8,7500
5664,Volkswagen,2014,24.0,2.0,7500
5665,Volkswagen,2014,23.0,2.0,7500
5666,Volkswagen,2014,23.0,2.0,7500
5667,Volkswagen,2014,24.0,2.0,7500
5670,Nissan,2005,21.0,2.5,0
5671,Nissan,2005,21.0,2.5,0
5672,Nissan,2005,19.0,3.5,0
5673,Nissan,2005,18.0,3.5,0
5674,Nissan,2005,18.0,3.5,0
5675,Toyota,2009,19.0,3.5,9500
5676,Toyota,2009,21.0,2.7,9500
5680,Land Rover,2014,17.0,3.0,59888
5681,Land Rover,2014,14.0,5.0,59888
5685,Land Rover,2015,15.0,3.0,46799
5689,Hyundai,2017,26.0,1.6,12000
5690,Hyundai,2017,27.0,1.6,12000
5694,Volkswagen,2014,29.0,2.0,7500
5695,Volkswagen,2014,29.0,2.0,7500
5696,Volkswagen,2014,26.0,1.8,7500
5697,Volkswagen,2014,25.0,1.8,7500
5698,Volkswagen,2014,24.0,2.0,7500
5699,Volkswagen,2014,23.0,2.0,7500
5700,Volkswagen,2014,23.0,2.0,7500
5701,Volkswagen,2014,24.0,2.0,7500
5704,Nissan,2005,21.0,2.5,0
5705,Nissan,2005,21.0,2.5,0
5706,Nissan,2005,19.0,3.5,0
5707,Nissan,2005,18.0,3.5,0
5708,Nissan,2005,18.0,3.5,0
5709,Toyota,2009,19.0,3.5,9500
5710,Toyota,2009,21.0,2.7,9500
5714,Land Rover,2014,17.0,3.0,59888
5715,Land Rover,2014,14.0,5.0,59888
5724,Hyundai,2017,26.0,1.6,12000
5725,Hyundai,2017,27.0,1.6,12000
5729,Volkswagen,2014,29.0,2.0,7500
5730,Volkswagen,2014,29.0,2.0,7500
5731,Volkswagen,2014,26.0,1.8,7500
5732,Volkswagen,2014,25.0,1.8,7500
5733,Volkswagen,2014,24.0,2.0,7500
5734,Volkswagen,2014,23.0,2.0,7500
5735,Volkswagen,2014,23.0,2.0,7500
5736,Volkswagen,2014,24.0,2.0,7500
5739,Nissan,2005,21.0,2.5,0
5740,Nissan,2005,21.0,2.5,0
5741,Nissan,2005,19.0,3.5,0
5742,Nissan,2005,18.0,3.5,0
5743,Nissan,2005,18.0,3.5,0
5744,Toyota,2009,19.0,3.5,9500
5745,Toyota,2009,21.0,2.7,9500
5749,Land Rover,2014,17.0,3.0,59888
5750,Land Rover,2014,14.0,5.0,59888
5754,Audi,2015,20.0,2.0,28888
5758,Hyundai,2017,26.0,1.6,12000
5759,Hyundai,2017,27.0,1.6,12000
5763,Volkswagen,2014,29.0,2.0,7500
5764,Volkswagen,2014,29.0,2.0,7500
5765,Volkswagen,2014,26.0,1.8,7500
5766,Volkswagen,2014,25.0,1.8,7500
5767,Volkswagen,2014,24.0,2.0,7500
5768,Volkswagen,2014,23.0,2.0,7500
5769,Volkswagen,2014,23.0,2.0,7500
5770,Volkswagen,2014,24.0,2.0,7500
5773,Nissan,2005,21.0,2.5,0
5774,Nissan,2005,21.0,2.5,0
5775,Nissan,2005,19.0,3.5,0
5776,Nissan,2005,18.0,3.5,0
5777,Nissan,2005,18.0,3.5,0
5778,Toyota,2009,19.0,3.5,9500
5779,Toyota,2009,21.0,2.7,9500
5783,Land Rover,2014,17.0,3.0,59888
5784,Land Rover,2014,14.0,5.0,59888
5787,Jaguar,2012,15.0,5.0,18980
5788,Jaguar,2012,16.0,5.0,18980
5791,Infiniti,2014,20.0,3.7,23995
5794,Hyundai,2017,26.0,1.6,12000
5795,Hyundai,2017,27.0,1.6,12000
5799,Volkswagen,2014,29.0,2.0,7500
5800,Volkswagen,2014,29.0,2.0,7500
5801,Volkswagen,2014,26.0,1.8,7500
5802,Volkswagen,2014,25.0,1.8,7500
5803,Volkswagen,2014,24.0,2.0,7500
5804,Volkswagen,2014,23.0,2.0,7500
5805,Volkswagen,2014,23.0,2.0,7500
5806,Volkswagen,2014,24.0,2.0,7500
5809,Nissan,2005,21.0,2.5,0
5810,Nissan,2005,21.0,2.5,0
5811,Nissan,2005,19.0,3.5,0
5812,Nissan,2005,18.0,3.5,0
5813,Nissan,2005,18.0,3.5,0
5814,Toyota,2009,19.0,3.5,9500
5815,Toyota,2009,21.0,2.7,9500
5819,Land Rover,2014,17.0,3.0,59888
5820,Land Rover,2014,14.0,5.0,59888
5824,Toyota,2009,22.0,2.4,5995
5825,Toyota,2009,22.0,2.4,5995
5826,Toyota,2009,27.0,1.8,5995
5827,Toyota,2009,26.0,1.8,5995
5828,Dodge,2013,16.0,5.7,24800
5829,Dodge,2013,18.0,3.6,24800
5830,Dodge,2013,15.0,5.7,24800
5833,Hyundai,2017,26.0,1.6,12000
5834,Hyundai,2017,27.0,1.6,12000
5838,Volkswagen,2014,29.0,2.0,7500
5839,Volkswagen,2014,29.0,2.0,7500
5840,Volkswagen,2014,26.0,1.8,7500
5841,Volkswagen,2014,25.0,1.8,7500
5842,Volkswagen,2014,24.0,2.0,7500
5843,Volkswagen,2014,23.0,2.0,7500
5844,Volkswagen,2014,23.0,2.0,7500
5845,Volkswagen,2014,24.0,2.0,7500
5848,Nissan,2005,21.0,2.5,0
5849,Nissan,2005,21.0,2.5,0
5850,Nissan,2005,19.0,3.5,0
5851,Nissan,2005,18.0,3.5,0
5852,Nissan,2005,18.0,3.5,0
5853,Toyota,2009,19.0,3.5,9500
5854,Toyota,2009,21.0,2.7,9500
5858,Land Rover,2014,17.0,3.0,59888
5859,Land Rover,2014,14.0,5.0,59888
5861,Audi,2014,18.0,3.0,29800
5862,Audi,2014,20.0,2.0,29800
5863,Audi,2014,23.0,3.0,29800
5864,Cadillac,2018,22.0,2.0,49990
5865,Cadillac,2018,16.0,3.6,49990
5866,Cadillac,2018,20.0,3.6,49990
5867,Toyota,2007,29.0,1.5,3495
5868,Toyota,2007,29.0,1.5,3495
5869,Volkswagen,2013,27.0,2.0,12800
5870,Volkswagen,2013,21.0,2.0,12800
5871,Volkswagen,2013,28.0,2.0,12800
5872,Volkswagen,2013,22.0,2.5,12800
5873,Volkswagen,2013,22.0,2.0,12800
5874,Volkswagen,2013,22.0,2.5,12800
5877,Hyundai,2017,26.0,1.6,12000
5878,Hyundai,2017,27.0,1.6,12000
5882,Volkswagen,2014,29.0,2.0,7500
5883,Volkswagen,2014,29.0,2.0,7500
5884,Volkswagen,2014,26.0,1.8,7500
5885,Volkswagen,2014,25.0,1.8,7500
5886,Volkswagen,2014,24.0,2.0,7500
5887,Volkswagen,2014,23.0,2.0,7500
5888,Volkswagen,2014,23.0,2.0,7500
5889,Volkswagen,2014,24.0,2.0,7500
5892,Nissan,2005,21.0,2.5,0
5893,Nissan,2005,21.0,2.5,0
5894,Nissan,2005,19.0,3.5,0
5895,Nissan,2005,18.0,3.5,0
5896,Nissan,2005,18.0,3.5,0
5897,Toyota,2009,19.0,3.5,9500
5898,Toyota,2009,21.0,2.7,9500
5902,Land Rover,2014,17.0,3.0,59888
5903,Land Rover,2014,14.0,5.0,59888
5904,Cadillac,2016,17.0,3.6,33988
5906,Honda,2008,21.0,2.4,7995
5907,Honda,2008,22.0,2.4,7995
5908,Honda,2008,19.0,3.5,7995
5911,Hyundai,2017,26.0,1.6,12000
5912,Hyundai,2017,27.0,1.6,12000
5916,Volkswagen,2014,29.0,2.0,7500
5917,Volkswagen,2014,29.0,2.0,7500
5918,Volkswagen,2014,26.0,1.8,7500
5919,Volkswagen,2014,25.0,1.8,7500
5920,Volkswagen,2014,24.0,2.0,7500
5921,Volkswagen,2014,23.0,2.0,7500
5922,Volkswagen,2014,23.0,2.0,7500
5923,Volkswagen,2014,24.0,2.0,7500
5926,Nissan,2005,21.0,2.5,0
5927,Nissan,2005,21.0,2.5,0
5928,Nissan,2005,19.0,3.5,0
5929,Nissan,2005,18.0,3.5,0
5930,Nissan,2005,18.0,3.5,0
5931,Toyota,2009,19.0,3.5,9500
5932,Toyota,2009,21.0,2.7,9500
5936,Land Rover,2014,17.0,3.0,59888
5937,Land Rover,2014,14.0,5.0,59888
5946,Hyundai,2017,26.0,1.6,12000
5947,Hyundai,2017,27.0,1.6,12000
5951,Volkswagen,2014,29.0,2.0,7500
5952,Volkswagen,2014,29.0,2.0,7500
5953,Volkswagen,2014,26.0,1.8,7500
5954,Volkswagen,2014,25.0,1.8,7500
5955,Volkswagen,2014,24.0,2.0,7500
5956,Volkswagen,2014,23.0,2.0,7500
5957,Volkswagen,2014,23.0,2.0,7500
5958,Volkswagen,2014,24.0,2.0,7500
5961,Nissan,2005,21.0,2.5,0
5962,Nissan,2005,21.0,2.5,0
5963,Nissan,2005,19.0,3.5,0
5964,Nissan,2005,18.0,3.5,0
5965,Nissan,2005,18.0,3.5,0
5966,Toyota,2009,19.0,3.5,9500
5967,Toyota,2009,21.0,2.7,9500
5969,Toyota,2017,27.0,1.8,16450
5970,Toyota,2017,28.0,1.8,16450
5971,Toyota,2017,28.0,1.8,16450
5972,Cadillac,2016,17.0,3.6,29748
5976,Hyundai,2017,26.0,1.6,12000
5977,Hyundai,2017,27.0,1.6,12000
5981,Volkswagen,2014,29.0,2.0,7500
5982,Volkswagen,2014,29.0,2.0,7500
5983,Volkswagen,2014,26.0,1.8,7500
5984,Volkswagen,2014,25.0,1.8,7500
5985,Volkswagen,2014,24.0,2.0,7500
5986,Volkswagen,2014,23.0,2.0,7500
5987,Volkswagen,2014,23.0,2.0,7500
5988,Volkswagen,2014,24.0,2.0,7500
5991,Nissan,2005,21.0,2.5,0
5992,Nissan,2005,21.0,2.5,0
5993,Nissan,2005,19.0,3.5,0
5994,Nissan,2005,18.0,3.5,0
5995,Nissan,2005,18.0,3.5,0
5996,Toyota,2009,19.0,3.5,9500
5997,Toyota,2009,21.0,2.7,9500
6000,Dodge,2017,17.0,3.6,25495
6001,Dodge,2017,17.0,3.6,25495
6002,Volkswagen,2015,24.0,2.0,8990
6003,Volkswagen,2015,23.0,2.0,8990
6004,Volkswagen,2015,30.0,2.0,8990
6005,Volkswagen,2015,31.0,2.0,8990
6006,Volkswagen,2015,25.0,2.0,8990
6007,Volkswagen,2015,25.0,1.8,8990
6008,Volkswagen,2015,25.0,1.8,8990
6009,Volkswagen,2015,22.0,2.0,8990
6015,Hyundai,2017,26.0,1.6,12000
6016,Hyundai,2017,27.0,1.6,12000
6020,Volkswagen,2014,29.0,2.0,7500
6021,Volkswagen,2014,29.0,2.0,7500
6022,Volkswagen,2014,26.0,1.8,7500
6023,Volkswagen,2014,25.0,1.8,7500
6024,Volkswagen,2014,24.0,2.0,7500
6025,Volkswagen,2014,23.0,2.0,7500
6026,Volkswagen,2014,23.0,2.0,7500
6027,Volkswagen,2014,24.0,2.0,7500
6030,Nissan,2005,21.0,2.5,0
6031,Nissan,2005,21.0,2.5,0
6032,Nissan,2005,19.0,3.5,0
6033,Nissan,2005,18.0,3.5,0
6034,Nissan,2005,18.0,3.5,0
6046,Hyundai,2017,26.0,1.6,12000
6047,Hyundai,2017,27.0,1.6,12000
6051,Volkswagen,2014,29.0,2.0,7500
6052,Volkswagen,2014,29.0,2.0,7500
6053,Volkswagen,2014,26.0,1.8,7500
6054,Volkswagen,2014,25.0,1.8,7500
6055,Volkswagen,2014,24.0,2.0,7500
6056,Volkswagen,2014,23.0,2.0,7500
6057,Volkswagen,2014,23.0,2.0,7500
6058,Volkswagen,2014,24.0,2.0,7500
6060,Nissan,2013,27.0,1.8,9888
6061,Nissan,2013,30.0,1.8,9888
6062,Nissan,2013,29.0,1.8,9888
6065,Hyundai,2011,16.0,4.6,16000
6066,Honda,2013,22.0,2.4,14450
6067,Honda,2013,28.0,1.8,14450
6068,Honda,2013,28.0,1.8,14450
6076,Hyundai,2017,26.0,1.6,12000
6077,Hyundai,2017,27.0,1.6,12000
6081,Volkswagen,2014,29.0,2.0,7500
6082,Volkswagen,2014,29.0,2.0,7500
6083,Volkswagen,2014,26.0,1.8,7500
6084,Volkswagen,2014,25.0,1.8,7500
6085,Volkswagen,2014,24.0,2.0,7500
6086,Volkswagen,2014,23.0,2.0,7500
6087,Volkswagen,2014,23.0,2.0,7500
6088,Volkswagen,2014,24.0,2.0,7500
6090,Honda,2015,18.0,3.5,18500
6091,Honda,2015,21.0,3.5,18500
6092,Honda,2015,21.0,3.5,18500
6093,Honda,2015,23.0,2.4,18500
6094,Honda,2015,27.0,2.4,18500
6095,Honda,2015,26.0,2.4,18500
6098,Acura,2015,24.0,2.0,16950
6099,Acura,2015,22.0,2.4,16950
6103,Honda,2010,25.0,1.8,5998
6104,Honda,2010,26.0,1.8,5998
6105,Honda,2010,21.0,2.0,5998
6110,Hyundai,2017,26.0,1.6,12000
6111,Hyundai,2017,27.0,1.6,12000
6115,Volkswagen,2014,29.0,2.0,7500
6116,Volkswagen,2014,29.0,2.0,7500
6117,Volkswagen,2014,26.0,1.8,7500
6118,Volkswagen,2014,25.0,1.8,7500
6119,Volkswagen,2014,24.0,2.0,7500
6120,Volkswagen,2014,23.0,2.0,7500
6121,Volkswagen,2014,23.0,2.0,7500
6122,Volkswagen,2014,24.0,2.0,7500
6125,Land Rover,2014,17.0,3.0,45888
6126,Land Rover,2014,14.0,5.0,45888
6132,Honda,2010,25.0,1.8,5998
6133,Honda,2010,26.0,1.8,5998
6134,Honda,2010,21.0,2.0,5998
6139,Hyundai,2017,26.0,1.6,12000
6140,Hyundai,2017,27.0,1.6,12000
6144,Volkswagen,2015,24.0,2.0,14250
6145,Volkswagen,2015,23.0,2.0,14250
6146,Volkswagen,2015,30.0,2.0,14250
6147,Volkswagen,2015,31.0,2.0,14250
6148,Volkswagen,2015,25.0,2.0,14250
6149,Volkswagen,2015,25.0,1.8,14250
6150,Volkswagen,2015,25.0,1.8,14250
6151,Volkswagen,2015,22.0,2.0,14250
6153,Dodge,2016,17.0,3.6,15450
6154,Dodge,2016,17.0,3.6,15450
6155,Chevrolet,2016,30.0,1.4,14600
6156,Chevrolet,2016,28.0,1.4,14600
6157,Maserati,2010,11.0,4.7,37800
6158,Maserati,2010,11.0,4.2,37800
6159,Honda,2015,29.0,1.8,14990
6160,Honda,2015,29.0,1.8,14990
6161,Honda,2015,28.0,1.8,14990
6162,Honda,2015,22.0,2.4,14990
6163,Honda,2015,29.0,1.8,14250
6164,Honda,2015,29.0,1.8,14250
6165,Honda,2015,28.0,1.8,14250
6166,Honda,2015,22.0,2.4,14250
6167,Hyundai,2013,28.0,1.8,8990
6168,Hyundai,2013,28.0,1.8,8990
6169,Honda,2014,26.0,2.4,17250
6170,Honda,2014,21.0,3.5,17250
6171,Honda,2014,18.0,3.5,17250
6172,Honda,2014,24.0,2.4,17250
6173,Honda,2014,26.0,2.4,17250
6174,Honda,2014,21.0,3.5,17250
6175,Volkswagen,2015,24.0,2.0,15990
6176,Volkswagen,2015,23.0,2.0,15990
6177,Volkswagen,2015,30.0,2.0,15990
6178,Volkswagen,2015,31.0,2.0,15990
6179,Volkswagen,2015,25.0,2.0,15990
6180,Volkswagen,2015,25.0,1.8,15990
6181,Volkswagen,2015,25.0,1.8,15990
6182,Volkswagen,2015,22.0,2.0,15990
6183,Honda,2015,29.0,1.8,13750
6184,Honda,2015,29.0,1.8,13750
6185,Honda,2015,28.0,1.8,13750
6186,Honda,2015,22.0,2.4,13750
6187,Honda,2015,29.0,1.8,13750
6188,Honda,2015,29.0,1.8,13750
6189,Honda,2015,28.0,1.8,13750
6190,Honda,2015,22.0,2.4,13750
6191,Honda,2014,26.0,2.4,15500
6192,Honda,2014,21.0,3.5,15500
6193,Honda,2014,18.0,3.5,15500
6194,Honda,2014,24.0,2.4,15500
6195,Honda,2014,26.0,2.4,15500
6196,Honda,2014,21.0,3.5,15500
6197,Honda,2014,26.0,2.4,13500
6198,Honda,2014,21.0,3.5,13500
6199,Honda,2014,18.0,3.5,13500
6200,Honda,2014,24.0,2.4,13500
6201,Honda,2014,26.0,2.4,13500
6202,Honda,2014,21.0,3.5,13500
6206,Honda,2010,25.0,1.8,5998
6207,Honda,2010,26.0,1.8,5998
6208,Honda,2010,21.0,2.0,5998
6212,BMW,2013,15.0,4.4,39800
6213,BMW,2013,14.0,4.4,39800
6215,Toyota,2017,27.0,1.8,16450
6216,Toyota,2017,28.0,1.8,16450
6217,Toyota,2017,28.0,1.8,16450
6219,Volkswagen,2015,20.0,3.6,12500
6220,Volkswagen,2015,24.0,1.8,12500
6221,Volkswagen,2015,29.0,2.0,12500
6222,Volkswagen,2015,24.0,1.8,12500
6223,Volkswagen,2015,30.0,2.0,12500
6224,Honda,2015,18.0,3.5,18500
6225,Honda,2015,21.0,3.5,18500
6226,Honda,2015,21.0,3.5,18500
6227,Honda,2015,23.0,2.4,18500
6228,Honda,2015,27.0,2.4,18500
6229,Honda,2015,26.0,2.4,18500
6230,Volkswagen,2015,21.0,2.0,17990
6231,Volkswagen,2015,24.0,2.0,11500
6232,Volkswagen,2015,23.0,2.0,11500
6233,Volkswagen,2015,30.0,2.0,11500
6234,Volkswagen,2015,31.0,2.0,11500
6235,Volkswagen,2015,25.0,2.0,11500
6236,Volkswagen,2015,25.0,1.8,11500
6237,Volkswagen,2015,25.0,1.8,11500
6238,Volkswagen,2015,22.0,2.0,11500
6240,Volkswagen,2015,24.0,2.0,12990
6241,Volkswagen,2015,23.0,2.0,12990
6242,Volkswagen,2015,30.0,2.0,12990
6243,Volkswagen,2015,31.0,2.0,12990
6244,Volkswagen,2015,25.0,2.0,12990
6245,Volkswagen,2015,25.0,1.8,12990
6246,Volkswagen,2015,25.0,1.8,12990
6247,Volkswagen,2015,22.0,2.0,12990
6248,Volkswagen,2016,20.0,3.6,17990
6249,Volkswagen,2016,25.0,1.8,17990
6250,Volkswagen,2015,20.0,3.6,15990
6251,Volkswagen,2015,24.0,1.8,15990
6252,Volkswagen,2015,29.0,2.0,15990
6253,Volkswagen,2015,24.0,1.8,15990
6254,Volkswagen,2015,30.0,2.0,15990
6256,Volkswagen,2015,24.0,2.0,14750
6257,Volkswagen,2015,23.0,2.0,14750
6258,Volkswagen,2015,30.0,2.0,14750
6259,Volkswagen,2015,31.0,2.0,14750
6260,Volkswagen,2015,25.0,2.0,14750
6261,Volkswagen,2015,25.0,1.8,14750
6262,Volkswagen,2015,25.0,1.8,14750
6263,Volkswagen,2015,22.0,2.0,14750
6264,Volkswagen,2015,24.0,2.0,14250
6265,Volkswagen,2015,23.0,2.0,14250
6266,Volkswagen,2015,30.0,2.0,14250
6267,Volkswagen,2015,31.0,2.0,14250
6268,Volkswagen,2015,25.0,2.0,14250
6269,Volkswagen,2015,25.0,1.8,14250
6270,Volkswagen,2015,25.0,1.8,14250
6271,Volkswagen,2015,22.0,2.0,14250
6272,Volkswagen,2015,24.0,2.0,12990
6273,Volkswagen,2015,23.0,2.0,12990
6274,Volkswagen,2015,30.0,2.0,12990
6275,Volkswagen,2015,31.0,2.0,12990
6276,Volkswagen,2015,25.0,2.0,12990
6277,Volkswagen,2015,25.0,1.8,12990
6278,Volkswagen,2015,25.0,1.8,12990
6279,Volkswagen,2015,22.0,2.0,12990
6280,Volkswagen,2015,21.0,2.0,15990
6281,Honda,2014,29.0,1.8,11990
6282,Honda,2014,22.0,2.4,11990
6283,Honda,2014,29.0,1.8,11990
6284,Honda,2014,28.0,1.8,11990
6285,Honda,2015,29.0,1.8,15500
6286,Honda,2015,29.0,1.8,15500
6287,Honda,2015,28.0,1.8,15500
6288,Honda,2015,22.0,2.4,15500
6293,Volkswagen,2015,21.0,2.0,17500
6295,Volkswagen,2015,20.0,3.6,14500
6296,Volkswagen,2015,24.0,1.8,14500
6297,Volkswagen,2015,29.0,2.0,14500
6298,Volkswagen,2015,24.0,1.8,14500
6299,Volkswagen,2015,30.0,2.0,14500
6301,Volkswagen,2015,20.0,3.6,12500
6302,Volkswagen,2015,24.0,1.8,12500
6303,Volkswagen,2015,29.0,2.0,12500
6304,Volkswagen,2015,24.0,1.8,12500
6305,Volkswagen,2015,30.0,2.0,12500
6306,Volkswagen,2015,21.0,2.0,13990
6307,Honda,2015,29.0,1.8,12990
6308,Honda,2015,29.0,1.8,12990
6309,Honda,2015,28.0,1.8,12990
6310,Honda,2015,22.0,2.4,12990
6311,Honda,2015,18.0,3.5,18500
6312,Honda,2015,21.0,3.5,18500
6313,Honda,2015,21.0,3.5,18500
6314,Honda,2015,23.0,2.4,18500
6315,Honda,2015,27.0,2.4,18500
6316,Honda,2015,26.0,2.4,18500
6317,Volkswagen,2015,21.0,2.0,17990
